ID_encuesta,Relacion_MarNCP,Ocu_agrupado,Encuestador,Sitio,Residencia_costa,Distancia_residenciaKm,Edad,Genero,Ingresos,Integrantes_familia,Nota_conocimiento,Participacion_avistamiento,AmbOrigen,Ambiente_bienestar,Ambiente,Agrado,Desagrado,Frec_visita,Frec_infancia,Conoce_especie,Especie,Nombre_especie,Beneficio_sp_amb,FrecPercibida,Origen,Ingreso_percap,AgradoCH,DesagradoCH,Conoce_nombre,Conoce_origen
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,1,Columba,PALOMA,NA,NA,Terrestre,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,1,Pele,PELICANO,NA,NA,Marino,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,1,Phalacrocorax,YECO,NA,NA,Marino,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,1,Turdus,ZORZAL,NA,NA,Terrestre,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaNat,3,5,1,1,1,Zonotrichia,CHINCOL,NA,NA,Terrestre,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Larus,DOMINICANA,NA,NA,Marino,212500,Familiaridad,Nada le desagrada,0,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Columba,PALOMA,NA,NA,Terrestre,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Pele,PELICANO,NA,NA,Marino,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Phalacrocorax,YECO,NA,NA,Marino,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Turdus,ZORZAL,NA,NA,Terrestre,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Zonotrichia,CHINCOL,5,4,Terrestre,212500,Familiaridad,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,RocaNat,4,5,1,1,1,Larus,DOMINICANA,7,7,Marino,212500,Simbolismo,Nada le desagrada,0,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,RocaNat,4,5,1,1,1,Columba,PALOMA,NA,NA,Terrestre,212500,Simbolismo,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,RocaNat,4,5,1,1,1,Pele,PELICANO,7,7,Marino,212500,Simbolismo,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,RocaNat,4,5,1,1,1,Phalacrocorax,YECO,NA,NA,Marino,212500,Simbolismo,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,RocaNat,4,5,1,1,1,Turdus,ZORZAL,5,0,Terrestre,212500,Simbolismo,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,7,RocaNat,4,5,1,1,1,Zonotrichia,CHINCOL,7,2,Terrestre,212500,Simbolismo,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,6,RocaInt,2,5,1,1,1,Larus,DOMINICANA,NA,NA,Marino,212500,Comportamiento,Nada le desagrada,0,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,6,RocaInt,2,5,1,1,1,Columba,PALOMA,3,4,Terrestre,212500,Comportamiento,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,6,RocaInt,2,5,1,1,1,Pele,PELICANO,NA,NA,Marino,212500,Comportamiento,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,6,RocaInt,2,5,1,1,1,Phalacrocorax,YECO,4,7,Marino,212500,Comportamiento,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,6,RocaInt,2,5,1,1,1,Turdus,ZORZAL,NA,NA,Terrestre,212500,Comportamiento,Nada le desagrada,1,1
KS03061991,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.07142857142857142,28,Femenino,425000,2,3,0.25,ROCA INTERVENIDA,6,RocaInt,2,5,1,1,1,Zonotrichia,CHINCOL,NA,NA,Terrestre,212500,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,5,Verde,1,5,0.04,-1,1,Larus,GAVIOTA,NA,NA,Marino,106250,Estética,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,5,Verde,1,5,0.04,-1,1,Columba,PALOMA,7,7,Terrestre,106250,Estética,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,5,Verde,1,5,0.04,-1,1,Pele,NO SABE,NA,NA,Marino,106250,Estética,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,5,Verde,1,5,0.04,-1,1,Phalacrocorax,PATO GUANAY,NA,NA,Marino,106250,Estética,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,5,Verde,1,5,0.04,-1,1,Turdus,JILGERO,NA,NA,Terrestre,106250,Estética,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,5,Verde,1,5,0.04,-1,1,Zonotrichia,GORRION,7,1,Terrestre,106250,Estética,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Larus,GAVIOTA,1,7,Marino,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Columba,PALOMA,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Pele,NO SABE,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Phalacrocorax,PATO GUANAY,1,0,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Turdus,JILGERO,7,0,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,6,Urbano,2,5,1,0,1,Zonotrichia,GORRION,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,PlayaNat,2,5,0.04,0,1,Larus,GAVIOTA,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,PlayaNat,2,5,0.04,0,1,Columba,PALOMA,2,3,Terrestre,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,PlayaNat,2,5,0.04,0,1,Pele,NO SABE,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,PlayaNat,2,5,0.04,0,1,Phalacrocorax,PATO GUANAY,5,2,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,PlayaNat,2,5,0.04,0,1,Turdus,JILGERO,1,1,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,PlayaNat,2,5,0.04,0,1,Zonotrichia,GORRION,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,4,PlayaInt,2,5,0.01,0,1,Larus,GAVIOTA,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,4,PlayaInt,2,5,0.01,0,1,Columba,PALOMA,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,4,PlayaInt,2,5,0.01,0,1,Pele,NO SABE,4,1,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,4,PlayaInt,2,5,0.01,0,1,Phalacrocorax,PATO GUANAY,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,4,PlayaInt,2,5,0.01,0,1,Turdus,JILGERO,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,4,PlayaInt,2,5,0.01,0,1,Zonotrichia,GORRION,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,-1,1,Larus,GAVIOTA,7,7,Marino,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,-1,1,Columba,PALOMA,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,-1,1,Pele,NO SABE,7,3,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,-1,1,Phalacrocorax,PATO GUANAY,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,-1,1,Turdus,JILGERO,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaNat,2,5,0.01,-1,1,Zonotrichia,GORRION,7,3,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaInt,2,5,0.25,0,1,Larus,GAVIOTA,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaInt,2,5,0.25,0,1,Columba,PALOMA,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,1,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaInt,2,5,0.25,0,1,Pele,NO SABE,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaInt,2,5,0.25,0,1,Phalacrocorax,PATO GUANAY,NA,NA,Marino,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaInt,2,5,0.25,0,1,Turdus,JILGERO,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GM1234,MATERIAL- Materiales y asistencia,Independiente,GIORGIA,MUELLE BARON,Reside en la costa,0.14285714285714285,80,Masculino,425000,4,1,0,ROCA INTERVENIDA,7,RocaInt,2,5,0.25,0,1,Zonotrichia,GORRION,NA,NA,Terrestre,106250,Comportamiento,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,-1,1,Larus,GAVIOTA,4,3,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,-1,1,Columba,PALOMA,4,7,Terrestre,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,-1,1,Pele,PELICANO,2,0,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,-1,1,Phalacrocorax,CORMORAN,NA,NA,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,-1,1,Turdus,NO,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Verde,3,5,1,-1,0,Zonotrichia,NO,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Urbano,3,5,1,1,1,Larus,GAVIOTA,NA,NA,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Urbano,3,5,1,1,1,Columba,PALOMA,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Urbano,3,5,1,1,1,Pele,PELICANO,NA,NA,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Urbano,3,5,1,1,1,Phalacrocorax,CORMORAN,7,1,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Urbano,3,5,1,1,1,Turdus,NO,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,Urbano,3,5,1,1,0,Zonotrichia,NO,7,6,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,-1,1,Larus,GAVIOTA,7,7,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,-1,1,Columba,PALOMA,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,-1,1,Pele,PELICANO,NA,NA,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,-1,1,Phalacrocorax,CORMORAN,7,4,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,-1,1,Turdus,NO,7,0,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaNat,3,5,1,-1,0,Zonotrichia,NO,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Larus,GAVIOTA,NA,NA,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Columba,PALOMA,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Pele,PELICANO,7,4,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Phalacrocorax,CORMORAN,NA,NA,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,1,Turdus,NO,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,PlayaInt,3,5,1,-1,0,Zonotrichia,NO,NA,NA,Terrestre,962500,Familiaridad,Nada le desagrada,0,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,1,Larus,GAVIOTA,NA,NA,Marino,962500,Familiaridad,Nada le desagrada,1,1
GUS2082,NO MATERIAL- Aprendizaje e inspiración,Técnico/ operacional,GIORGIA,MUELLE BARON,Reside en la costa,0.7142857142857143,35,Masculino,1925000,2,4,0.5,ROCA INTERVENIDA,7,RocaNat,3,5,1,1,1,Columba,PALOMA,2,0,Terrestre,962500,Familiaridad,Nada le desagrada,1,1
